4P_Order	Order_date	Shipping_date	Shipping_revenues	Shipping_cost	Carrier/Class	TRK	weight	zip	order_total	Ins
44127	8/2/2019	8/2/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	60045	52.9	49
44115	8/2/2019	8/2/2019	0	467.13	UPS/UPS 3 Day Select	1Z1A1V711298092349	148	91605	0	0
44130	8/2/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	28401	26.4	25
44385	8/4/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.25	33764	23.9	20
44232	8/3/2019	8/5/2019	16.7	11.6	UPS/UPS Ground	1Z1A1V710395181140	0.81	28412	71.7	55
44161	8/2/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	98105	122.9	119
44128	8/2/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	99801	97.9	94
44132	8/2/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	68523	68.9	65
44134	8/2/2019	8/5/2019	0	11.6	UPS/UPS Ground	1Z1A1V710394824091	0.81	62901	0	0
44135	8/2/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	63103	36.9	33
44137	8/2/2019	8/5/2019	0	15.5	UPS/UPS Ground	1Z1A1V710396289185	0.5	21874	0	0
44138	8/2/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.56	60618	102.9	99
44139	8/2/2019	8/5/2019	19	0	UPS/UPS Expedited Mail Innovations	9.2613E+25	1	53588	114	95
44140	8/2/2019	8/5/2019	12.12	8.42	UPS/UPS Ground	1Z1A1V710395696353	0.81	10002	36.12	24
44141	8/2/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	82001	18.9	15
44142	8/2/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	20003	32.9	29
44143	8/2/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	36748	70.9	67
44144	8/2/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	94124	48.9	45
44145	8/2/2019	8/5/2019	14.6	10.14	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90670373	1.69	28681	85.6	71
44146	8/2/2019	8/5/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95816304	1.06	60625	50.71	39
44147	8/2/2019	8/5/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96689076	1.5	10025	70.94	59
44148	8/2/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	85730	44.4	45
44149	8/2/2019	8/5/2019	19.8	11.6	UPS/UPS Ground	1Z1A1V710398324445	0.63	33431	118.8	99
44152	8/2/2019	8/5/2019	0	15.5	UPS/UPS Ground	1Z1A1V710399645972	0.75	38348	119	119
44150	8/2/2019	8/5/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97310418	1.44	07306	70.94	59
44151	8/2/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	92110	122.9	119
44153	8/2/2019	8/5/2019	14.31	9.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98483936	2.31	91401	257.31	270
44154	8/2/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	61727	45.9	42
44155	8/2/2019	8/5/2019	17.12	11.37	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97674982	6	98004	461.12	444
44156	8/2/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	94107	23.9	20
44157	8/2/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	94134	28.9	25
44158	8/2/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	28457	53.9	50
44159	8/2/2019	8/5/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91246268	1.44	47404	70.71	59
44160	8/2/2019	8/5/2019	15.34	10.65	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99222242	1.13	26807	156.34	141
44162	8/2/2019	8/5/2019	14.8	10.28	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90561437	6.94	77080	215.5	223
44163	8/2/2019	8/5/2019	10.84	10.55	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99772210	8.19	02139	42.84	32
44164	8/2/2019	8/5/2019	0	11.59	UPS/UPS Ground	1Z1A1V710390345357	0.44	8723	0	0
44165	8/2/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	14620	72.9	69
44166	8/2/2019	8/5/2019	0	11.6	UPS/UPS Ground	1Z1A1V710398020782	0.63	85281	0	0
44180	8/3/2019	8/5/2019	22.71	15.77	UPS/UPS 2nd Day Air	1Z1A1V710295245350	1.88	06801	162.71	140
44167	8/2/2019	8/5/2019	112.08	124.52	UPS/UPS Ground	1Z1A1V710391817881	140	30306	1472.13	278
44168	8/2/2019	8/5/2019	13.09	9.09	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92230120	1.44	90003	78.09	65
44169	8/2/2019	8/5/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710398850162	0.94	74012	54.69	38
44170	8/2/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	48436	52.9	49
44171	8/2/2019	8/5/2019	21.1	14.65	UPS/UPS Ground	1Z1A1V710393943544	0.75	02657	140.1	119
44172	8/2/2019	8/5/2019	14.23	9.88	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93301917	3.06	28736	358.23	344
44173	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	60565	122.9	119
44174	8/3/2019	8/5/2019	10.09	7.01	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97286428	1.75	28803	228.09	218
44175	8/3/2019	8/5/2019	12.12	8.42	UPS/UPS Ground	1Z1A1V710398402860	0.5	10022	77.12	65
44176	8/3/2019	8/5/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98592381	1.5	48197	99.71	88
44178	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	97220	19.9	16
44268	8/3/2019	8/5/2019	16.7	11.6	UPS/UPS Ground	1Z1A1V710398282599	0.88	89123	71.7	55
44179	8/3/2019	8/5/2019	22.32	15.5	UPS/UPS Ground	1Z1A1V710396734238	1.31	04224	113.32	91
44181	8/3/2019	8/5/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90789871	1.31	07302	115.94	114
44183	8/3/2019	8/5/2019	14.79	10.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94423445	1.06	02657	53.79	39
44184	8/3/2019	8/5/2019	19.93	13.84	UPS/UPS 2nd Day Air	1Z1A1V710298307126	3.19	10009	217.93	198
44185	8/3/2019	8/5/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710393129031	2.19	43235	161.69	145
44186	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	10030	47.9	44
44187	8/3/2019	8/5/2019	14.31	9.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97192332	2.13	98178	99.31	85
44285	8/3/2019	8/5/2019	13.09	9.09	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99866815	1.13	92618	84.09	71
44188	8/3/2019	8/5/2019	16.7	11.6	UPS/UPS Ground	1Z1A1V710397667710	0.75	48166	66.7	50
44189	8/3/2019	8/5/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710398195273	1.81	33993	100.69	84
44190	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.13	33625	23.9	20
44197	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	23505	43.5	44
44191	8/3/2019	8/5/2019	11.94	7.15	UPS/UPS SurePost Less than 1 lb	1Z1A1V71YN95395660	0.63	77006	71.34	66
44192	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.06	15237	25.9	22
44193	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.19	46528	39.9	36
44194	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	20012	111	119
44195	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	50313	30	29
44196	8/3/2019	8/5/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710392097630	1.31	33480	43.69	27
44198	8/3/2019	8/5/2019	10.41	7.23	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98138121	1	33334	99.51	99
44199	8/3/2019	8/5/2019	22.71	15.77	UPS/UPS 2nd Day Air	1Z1A1V710292143993	1.44	02116	159.71	137
44200	8/3/2019	8/5/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90193586	1.38	34747	100.81	99
44201	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	08861	28.9	25
44202	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	44870	48	49
44203	8/3/2019	8/5/2019	11.94	7.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95551037	0.94	55123	105.94	94
44224	8/3/2019	8/5/2019	12.41	8.62	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90143791	1.13	04401	71.41	59
44204	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	23435	40.65	49
44205	8/3/2019	8/5/2019	23.49	16.31	UPS/UPS Ground	1Z1A1V710397171399	10	90277	120.49	97
44206	8/3/2019	8/5/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94158312	1.75	75214	70.94	59
44207	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.56	14411	102.9	99
44208	8/3/2019	8/5/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710396848366	0.75	95391	82.69	66
44209	8/3/2019	8/5/2019	12.41	8.62	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97120294	1.75	79766	156.41	144
44210	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.13	96001	21.9	18
44211	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.25	87114	24.9	21
44212	8/3/2019	8/5/2019	7.4	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.94	47263	44.4	37
44213	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.13	87582	27.9	24
44214	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	60642	31.9	28
44216	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	92234	122.9	119
44217	8/3/2019	8/5/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95872173	1.38	16001	172.71	161
44218	8/3/2019	8/5/2019	12.28	8.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94774469	2.25	60618	84.28	72
44219	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	10011	122.9	119
44220	8/3/2019	8/5/2019	14.04	9.75	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93223949	1	70650	108.04	94
44221	8/3/2019	8/5/2019	13.09	9.09	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94694528	1.69	90006	210.09	197
44222	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	54914	50.9	47
44223	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.06	74641	25.9	22
44225	8/3/2019	8/5/2019	13.09	9.09	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90598425	1.81	90046	115.09	102
44226	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	76039	68.9	65
44227	8/3/2019	8/5/2019	22.32	15.5	UPS/UPS Ground	1Z1A1V710396221005	1	18428	121.32	99
44228	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	34761	122.9	119
44229	8/3/2019	8/5/2019	10.84	7.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91758170	1	08071	109.84	99
44230	8/3/2019	8/5/2019	22.71	15.77	UPS/UPS 2nd Day Air	1Z1A1V710290873332	1.38	23219	190.71	168
44231	8/3/2019	8/5/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710397979777	0.75	04102	65.69	49
44233	8/3/2019	8/5/2019	16.69	11.6	UPS/UPS Ground	1Z1A1V710391409303	1.06	77713	100.69	84
44234	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	46208	17.9	14
44235	8/3/2019	8/5/2019	10.84	7.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91782072	1	19146	109.84	99
44236	8/3/2019	8/5/2019	10.09	7.01	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98235909	1	29485	109.09	99
44237	8/3/2019	8/5/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97813116	1.25	64015	195.94	184
44238	8/3/2019	8/5/2019	24.15	16.77	UPS/UPS 2nd Day Air	1Z1A1V710295038093	2.38	11215	257.15	233
44239	8/3/2019	8/5/2019	13.67	9.49	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91681681	2.44	89109	198.67	185
44240	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	10314	105.05	119
44241	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	64109	32.9	29
44242	8/3/2019	8/5/2019	12.77	8.87	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94905237	2.13	01060	67.77	55
44243	8/3/2019	8/5/2019	15.57	10.81	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96356676	1.81	49657	72.57	57
44244	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	74074	122.9	119
44245	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.19	95747	28.9	25
44246	8/3/2019	8/5/2019	22.71	15.77	UPS/UPS 2nd Day Air	1Z1A1V710291334770	0.56	10035	65.71	43
44247	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	22150	122.9	119
44248	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	20814	122.9	119
44434	8/4/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	92270	48.9	45
44249	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	53122	53.9	50
44250	8/3/2019	8/5/2019	13.09	9.09	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99085703	1.13	92831	72.09	59
44251	8/3/2019	8/5/2019	14.56	10.11	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96327377	1.81	19968	152.56	138
44252	8/3/2019	8/5/2019	10.41	7.23	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95510652	1	15218	109.41	99
44253	8/3/2019	8/5/2019	32.2	22.36	UPS/UPS 3 Day Select	1Z1A1V711299089486	5.19	49707	283.2	251
44254	8/3/2019	8/5/2019	14.64	10.17	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95920601	3.88	84606	118.64	104
44255	8/3/2019	8/5/2019	16.95	11.77	UPS/UPS Ground	1Z1A1V710399248437	2.5	07030	155.95	139
44257	8/3/2019	8/5/2019	13.69	9.51	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95695507	5.13	63118	329.04	371
44256	8/3/2019	8/5/2019	13.26	9.21	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95815556	1	61951	63.26	50
44258	8/3/2019	8/5/2019	23.52	16.33	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97621332	2	99507	132.52	109
44259	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	60640	64.9	61
44260	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	74006	63.9	60
44265	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	63111	58.9	55
44261	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	77384	122.9	119
44262	8/3/2019	8/5/2019	24	27.93	UPS/UPS Ground	1Z1A1V710395804664	25.31	98101	350	326
44263	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.13	55409	12.9	9
44264	8/3/2019	8/5/2019	11.49	7.98	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95075641	1	95828	110.49	99
44266	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.19	94606	17.9	14
44267	8/3/2019	8/5/2019	16.7	11.6	UPS/UPS Ground	1Z1A1V710394465103	1.25	02472	185.7	169
44269	8/3/2019	8/5/2019	22.71	15.77	UPS/UPS 2nd Day Air	1Z1A1V710293553084	1.19	75056	101.01	87
44270	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	46143	122.9	119
44290	8/3/2019	8/5/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92414020	1.31	11782	51.94	40
44271	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	73129	22.9	19
44272	8/3/2019	8/5/2019	119.81	68.78	UPS/UPS Ground	1Z1A1V710394384987	75.5	90013	1177.81	529
44273	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.19	80205	45.9	42
44274	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	60546	122.9	119
44275	8/3/2019	8/5/2019	21.1	14.65	UPS/UPS Ground	1Z1A1V710393366221	0.75	49783	122.25	119
44276	8/3/2019	8/5/2019	17.63	12.24	UPS/UPS Ground	1Z1A1V710392217956	3.94	53024	162.63	145
44277	8/3/2019	8/5/2019	17.28	12	UPS/UPS Ground	1Z1A1V710391966765	1.06	90069	56.28	39
44278	8/3/2019	8/5/2019	29.45	20.45	UPS/UPS 2nd Day Air	1Z1A1V710299527744	2	19526	102.45	73
44279	8/3/2019	8/5/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97161062	1.69	10454	84.94	73
44310	8/4/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	78566	63.9	60
44281	8/3/2019	8/5/2019	10.31	7.16	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99871603	2.38	30034	132.09	112
44282	8/3/2019	8/5/2019	33.18	20.7	UPS/UPS 2nd Day Air	1Z1A1V710296218824	2	97231	212.18	179
44283	8/3/2019	8/5/2019	10.41	7.23	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91424342	1	23462	109.41	99
44284	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	48732	41.9	38
44286	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.06	22967	25.9	22
44287	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	48192	122.9	119
44288	8/3/2019	8/5/2019	16.1	11.18	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91353259	4.19	97239	182.1	166
44289	8/3/2019	8/5/2019	22.31	15.5	UPS/UPS Ground	1Z1A1V710390343742	0.94	26181	157.31	135
44478	8/5/2019	8/5/2019	18.22	12.65	UPS/UPS Ground	1Z1A1V710398118945	4.25	77007	358.42	378
44291	8/3/2019	8/5/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710393886017	0.94	07030	160.69	144
44292	8/3/2019	8/5/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710394398061	1.69	22201	206.69	190
44293	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	37922	32.9	29
44294	8/3/2019	8/5/2019	21.1	14.65	UPS/UPS Ground	1Z1A1V710392049281	2.31	16301	120.1	99
44295	8/3/2019	8/5/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94583648	1.56	03064	94.94	83
44296	8/3/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	11238	45.9	42
44297	8/3/2019	8/5/2019	16.7	11.6	UPS/UPS Ground	1Z1A1V710398722630	0.81	85042	78.8	69
44298	8/3/2019	8/5/2019	37.57	26.09	UPS/UPS 2nd Day Air	1Z1A1V710297410408	1.56	99518	187.57	150
44300	8/3/2019	8/5/2019	16.37	11.37	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90881154	5.06	95126	222.37	206
44419	8/4/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	29615	122.9	119
44301	8/3/2019	8/5/2019	10.09	7.01	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97615536	1.88	30011	164.26	142
44302	8/3/2019	8/5/2019	22.71	15.77	UPS/UPS 2nd Day Air	1Z1A1V710299011961	2.13	15213	203.71	181
44303	8/4/2019	8/5/2019	10.84	7.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97416742	1	02125	109.84	99
44304	8/4/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	30144	78.73	69
44305	8/4/2019	8/5/2019	16.7	11.6	UPS/UPS Ground	1Z1A1V710399011209	0.81	85044	71.7	55
44306	8/4/2019	8/5/2019	17.08	11.86	UPS/UPS Ground	1Z1A1V710396060457	1.81	85013	96.08	79
44307	8/4/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	33618	68.9	65
44308	8/4/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	11942	48.9	45
44309	8/4/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	48207	54.9	51
44311	8/4/2019	8/5/2019	16.7	11.6	UPS/UPS Ground	1Z1A1V710392229863	1.5	08107	43.7	27
44312	8/4/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	14718	61.9	58
44313	8/4/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	55416	45.9	42
44315	8/4/2019	8/5/2019	15.34	10.65	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99525728	1.25	63383	44.34	29
44316	8/4/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.13	78216	14.9	11
44317	8/4/2019	8/5/2019	18.58	12.9	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95364696	8.75	92552	69.58	51
44318	8/4/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	36830	72.9	69
44319	8/4/2019	8/5/2019	13.2	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	54162	79.2	66
44320	8/4/2019	8/5/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99235952	1.44	20002	150.71	139
44321	8/4/2019	8/5/2019	15.67	10.88	UPS/UPS 2nd Day Air	1Z1A1V710299333766	0.25	15203	65.67	50
44322	8/4/2019	8/5/2019	13.33	9.26	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97558072	4.56	43215	278.33	265
44323	8/4/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	94565	19.9	16
44324	8/4/2019	8/5/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96366469	1.5	02359	86.94	75
44326	8/4/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.06	40330	25.9	22
44325	8/4/2019	8/5/2019	13.09	9.09	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94496957	1.81	92264	231.09	218
44327	8/4/2019	8/5/2019	10.09	7.16	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97370256	2.13	30075	123.22	104
44328	8/4/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.19	1262	20.9	17
44329	8/4/2019	8/5/2019	16.7	8.42	UPS/UPS Ground	1Z1A1V710394320938	0.63	60614	48.7	32
44330	8/4/2019	8/5/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710396413441	0.88	07753	171.69	155
44331	8/4/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	55021	93	99
44332	8/4/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	10011	122.9	119
44333	8/4/2019	8/5/2019	12.28	8.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94743297	2.44	46037	170.28	158
44557	8/5/2019	8/5/2019	14.56	9.21	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99324767	1	33897	55.56	41
44334	8/4/2019	8/5/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90077676	1.25	55044	91.94	80
44335	8/4/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	91020	68.9	65
44536	8/5/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	13850	35.9	32
44336	8/4/2019	8/5/2019	12.87	8.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98594021	1.13	85021	130.87	118
44337	8/4/2019	8/5/2019	21.83	15.16	UPS/UPS 3 Day Select	1Z1A1V711296219411	1	55124	187.83	166
44338	8/4/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	55430	23.9	20
44339	8/4/2019	8/5/2019	25.93	18.01	UPS/UPS 2nd Day Air	1Z1A1V710292741668	0.5	92264	90.93	65
44340	8/4/2019	8/5/2019	22.71	15.77	UPS/UPS 2nd Day Air	1Z1A1V710292743246	1.25	78741	206.71	184
44341	8/4/2019	8/5/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	18104	45.9	42
